,tweet_id,description,favorite_count,retweet_count,url,followers
18,887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ck\u2026 https://t.co/m7BR4JgDrZ,,,https://t.co/m7BR4JgDrZ,9096876
19,887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suff\u2026 https://t.co/UgW2xbO7Rg,,,https://t.co/UgW2xbO7Rg,9096877
20,886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help\u2026 https://t.co/RipKYZ0T1u",,,https://t.co/RipKYZ0T1u,9096877
21,886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,20073,3803,media,[72
22,886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 dee\u2026 https://t.co/iIu3AF8IWH,,,https://t.co/iIu3AF8IWH,9096877
23,886267009285017600,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,,,Nonwhitehat,expanded_url
24,886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,24971,5375,media,[95
25,885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 1\u2026 https://t.co/lWeeGBBXmE,,,https://t.co/lWeeGBBXmE,9096877
26,885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,32102,5433,media,[110
27,885518971528720385,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,,,https://t.co/gzLHboL7Sk,9096877
28,885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongu\u2026 https://t.co/JMU4y341NB,,,https://t.co/JMU4y341NB,9096877
29,884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",68444,15299,media,[94
30,884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great L\u2026 https://t.co/DbNzLkDIxh,,,https://t.co/DbNzLkDIxh,9096877
31,884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,21674,3982,media,[67
32,884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (I\u2026 https://t.co/JkL9KmUt8X",,,https://t.co/JkL9KmUt8X,9096877
33,884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for\u2026 https://t.co/KcQj5mNR4m,,,https://t.co/KcQj5mNR4m,9096877
34,883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup\u2026 https://t.co/zrf7IQnlHI,,,https://t.co/zrf7IQnlHI,9096877
35,883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpupti\u2026 https://t.co/vAdjP5ANuJ,,,https://t.co/vAdjP5ANuJ,9096877
36,882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,25193,4163,media,[115
37,882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (\u2026 https://t.co/KoU1kxPBcn,,,https://t.co/KoU1kxPBcn,9097285
38,882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13\u2026 https://t.co/cj0lK9TLUv",,,https://t.co/cj0lK9TLUv,9096877
39,881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,21793,2895,media,[68
40,881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,45299,9109,media,[116
41,881633300179243008,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,,,ryan \ud83d\udcaf,false
42,881536004380872706,Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af \n(IG: p\u2026 https://t.co/w1FVZz0JFM,,,https://t.co/w1FVZz0JFM,9096877
43,881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate\u2026 https://t.co/J4Q5YjzLH0,,,https://t.co/J4Q5YjzLH0,9096877
44,880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,15294,2377,media,[73
45,880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only plea\u2026 https://t.co/1nxJLhk0Sd,,,https://t.co/1nxJLhk0Sd,9096877
46,880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good p\u2026 https://t.co/yxYE3cWcCP,,,porches,links.weratedogs.com
47,879674319642796034,@RealKentMurphy 14/10 confirmed,,,Kent,false
48,879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,21050,2679,media,[91
49,879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get\u2026 https://t.co/RqUrIisQta,,,https://t.co/RqUrIisQta,9096877
50,879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/1\u2026 https://t.co/ffTAMZt2n7,,,https://t.co/ffTAMZt2n7,9096877
51,879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,17057,2289,media,[95
52,878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back\u2026 https://t.co/0Uxl9Gq7hN,,,user_mentions,[]}}
53,878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below\u2026 https://t.co/5HuiInQveF",,,https://t.co/5HuiInQveF,9096877
54,877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would en\u2026 https://t.co/rc53DmRHwK,,,https://t.co/rc53DmRHwK,9096877
55,877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for wa\u2026 https://t.co/tVXlmh3uX3",,,https://t.co/tVXlmh3uX3,9096877
56,877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congra\u2026 https://t.co/kVwm88J6Yr,,,https://t.co/kVwm88J6Yr,9096878
57,876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug pa\u2026 https://t.co/zuDk9mBEMO,,,https://t.co/zuDk9mBEMO,9096878
58,876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super du\u2026 https://t.co/ccBFQU5UWO,,,https://t.co/ccBFQU5UWO,9096878
59,876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scr\u2026 https://t.co/9NqZV4WwyX",,,https://t.co/9NqZV4WwyX,9096878
60,875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal\u2026 https://t.co/XRwtpQiJ15",,,https://t.co/XRwtpQiJ15,9096878
61,875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 w\u2026 https://t.co/wK0pt8Cnck,,,https://t.co/wK0pt8Cnck,9096878
62,874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,24997,3990,media,[93
63,874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,23378,3537,media,[115
64,874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Than\u2026 https://t.co/0MXV9ZDhS5",,,https://t.co/0MXV9ZDhS5,9096879
65,874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy.\u2026 https://t.co/jonYjPNmYx",,,https://t.co/jonYjPNmYx,9096879
66,873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13\u2026 https://t.co/jbitZ0V20S",,,https://t.co/jbitZ0V20S,9096879
67,873213775632977920,This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below\u2026 https://t.co/CWPYZJvjrI,,,https://t.co/CWPYZJvjrI,9096879
68,872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10\u2026 https://t.co/8rpIJr9sAC,,,https://t.co/8rpIJr9sAC,9096879
69,872820683541237760,Here are my favorite #dogsatpollingstations \nMost voted for a more consistent walking schedule and to increase dail\u2026 https://t.co/M15eX8HhsR,,,user_mentions,[]}}
70,872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it toge\u2026 https://t.co/xFWhrdMuTh,,,https://t.co/xFWhrdMuTh,9096879
71,872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily ge\u2026 https://t.co/l4qou61pKu,,,https://t.co/l4qou61pKu,9096879
72,871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supuppor\u2026 https://t.co/vgvqHeVsE0,,,user_mentions,[]}}
73,871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs p\u2026 https://t.co/NxsjNYcUBx,,,https://t.co/NxsjNYcUBx,9096879
74,871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good wit\u2026 https://t.co/1HZLp9TE6u,,,https://t.co/1HZLp9TE6u,9096879
75,871032628920680449,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/1\u2026 https://t.co/ESmXMT4AxF",,,https://t.co/ESmXMT4AxF,9096879
76,870804317367881728,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a\u2026 https://t.co/oZ7H2eO79W,,,https://t.co/oZ7H2eO79W,9096879
77,870726314365509632,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,,,Derek's NeoTWEWY Stan Account,false
78,870656317836468226,This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10\n\nHelp Cody here:\u2026 https://t.co/EHTUbra0oP,,,https://t.co/EHTUbra0oP,9096879
79,870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental s\u2026 https://t.co/6SWu4xkvDk,,,https://t.co/6SWu4xkvDk,9096879
80,870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop with\u2026 https://t.co/LR0TT56LvT",,,https://t.co/LR0TT56LvT,9096879
81,870063196459192321,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenien\u2026 https://t.co/pf6BEpgCfo,,,https://t.co/pf6BEpgCfo,9096879
82,869702957897576449,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave unti\u2026 https://t.co/RjBqu7O8Yw,,,https://t.co/RjBqu7O8Yw,9097287
83,869596645499047938,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 1\u2026 https://t.co/8UTtgmsPdl,,,https://t.co/8UTtgmsPdl,9096879
84,869227993411051520,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 wou\u2026 https://t.co/2lERR4Uoyt,,,https://t.co/2lERR4Uoyt,9096879
85,868880397819494401,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,58944,12492,media,[99
86,868622495443632128,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,24049,4570,media,[103
87,868552278524837888,Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help\u2026 https://t.co/0xI8JbHfLa,,,https://t.co/0xI8JbHfLa,9096879
88,867900495410671616,Unbelievable. We only rate dogs. Please don't send in non-canines like the \I\,,,symbols,description
89,867421006826221569,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12\u2026 https://t.co/nqhQ44KnQL,,,https://t.co/nqhQ44KnQL,9096879
90,867051520902168576,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. T\u2026 https://t.co/Qk5Xvus2gJ",,,https://t.co/Qk5Xvus2gJ,9096879
91,866686824827068416,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would pu\u2026 https://t.co/PSJxrMtzCu,,,https://t.co/PSJxrMtzCu,9096879
92,865718153858494464,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 ext\u2026 https://t.co/EzSWgvFLSD",,,https://t.co/EzSWgvFLSD,9096879
93,865359393868664832,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a Ble\u2026 https://t.co/SOuLinJPxm,,,https://t.co/SOuLinJPxm,9096879
94,865006731092295680,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurcha\u2026 https://t.co/PkOCMFCY5U,,,https://t.co/PkOCMFCY5U,9096879
95,864873206498414592,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/\u2026 https://t.co/0ryaeQJlsv,,,https://t.co/0ryaeQJlsv,9096879
96,864279568663928832,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anythin\u2026 https://t.co/286ea8nY0m,,,https://t.co/286ea8nY0m,9096879
97,863907417377173506,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*\u2026 https://t.co/U6bao5cpeB,,,https://t.co/U6bao5cpeB,9097287
98,863432100342583297,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything\u2026 https://t.co/8yDrJVW4V6,,,https://t.co/8yDrJVW4V6,9096879
99,863427515083354112,"@Jack_Septic_Eye I'd need a few more pics to polish a full analysis, but based on the good boy content above I'm leaning towards 12/10",,,source,145995
100,863079547188785154,"Ladies and gentlemen... I found Pipsy. He may have changed his name to Pablo, but he never changed his love for the\u2026 https://t.co/zghdwwB2nL",,,https://t.co/zghdwwB2nL,9096879
101,863062471531167744,Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help\u2026 https://t.co/G471HWPXet,,,https://t.co/G471HWPXet,9096879
102,862831371563274240,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen,\u2026 https://t.co/bLy0kgX5n6",,,https://t.co/bLy0kgX5n6,9096879
103,862722525377298433,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 w\u2026 https://t.co/RGMQzkgo9c",,,https://t.co/RGMQzkgo9c,9096879
104,862457590147678208,"This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and\u2026 https://t.co/5DPDPGiFMr",,,https://t.co/5DPDPGiFMr,9096879
105,861383897657036800,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,32841,9447,media,[73
106,861288531465048066,HI. MY. NAME. IS. BOOMER. AND. I. WANT. TO. SAY. IT'S. H*CKIN. RIDICULOUS. THAT. DOGS. CAN'T VOTE. ABSOLUTE. CODSWA\u2026 https://t.co/4LsQRyEp9j,,,https://t.co/4LsQRyEp9j,9096879
107,861005113778896900,This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af https://t.co/jH6EN9cEn6,15258,3388,media,[97
108,860563773140209665,"Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below\u2026 https://t.co/xml5aIGWxv",,,https://t.co/xml5aIGWxv,9096879
109,860524505164394496,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,21618,4691,media,[98
110,860276583193509888,This is Jordy. He likes to go on adventures and watch the small scaly underwater dogs with fins pass him by. 12/10\u2026 https://t.co/k5d7pFQVxx,,,https://t.co/k5d7pFQVxx,9096879
111,860184849394610176,"Here we have perhaps the wisest dog of all. Above average with light sabers. Immortal as h*ck. 14/10 dog, or dog no\u2026 https://t.co/R2eI8bm9MI",,,https://t.co/R2eI8bm9MI,9096879
112,859924526012018688,Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help cl\u2026 https://t.co/Tr1A1K5U9X,,,https://t.co/Tr1A1K5U9X,9096879
113,859851578198683649,Meet Trooper. He picks pup recyclables that have blown out of bins in the neighborhood and puts them back. 13/10 en\u2026 https://t.co/748iOtO7w3,,,https://t.co/748iOtO7w3,9096879
114,859607811541651456,Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is\u2026 https://t.co/GL6vzAbHrv,,,https://t.co/GL6vzAbHrv,9096879
115,859196978902773760,We only rate dogs. This is quite clearly a smol broken polar bear. We'd appreciate if you only send dogs. Thank you\u2026 https://t.co/r6huxnDPOZ,,,https://t.co/r6huxnDPOZ,9096879
116,859074603037188101,Here we have an exotic dog. Good at ukulele. Fashionable af. Has two more arms if needed. Is blue. Knows what 'ohan\u2026 https://t.co/lAySVN8EBp,,,https://t.co/lAySVN8EBp,9096879
117,858843525470990336,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 wou\u2026 https://t.co/A1s7QG7tqa,,,https://t.co/A1s7QG7tqa,9096879
118,858471635011153920,This is Sophie. She just arrived. Used pawority shipping. Speedy as h*ck delivery. 13/10 would carefully assemble https://t.co/8jOC4zhNxy,19839,4339,media,[114
119,858107933456039936,This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12\u2026 https://t.co/MmuKBs0kYD,,,https://t.co/MmuKBs0kYD,9096879
120,857989990357356544,This is Rosie. She was just informed of the walk that's about to happen. Knows there are many a stick along the way\u2026 https://t.co/hM3GxwdhBn,,,https://t.co/hM3GxwdhBn,9096879
121,857746408056729600,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would\u2026 https://t.co/N3p4ePizgN,,,https://t.co/N3p4ePizgN,9096879
122,857393404942143489,"Instead of the usual nightly dog rate, I'm sharing this story with you. Meeko is 13/10 and would like your help\u2026 https://t.co/n4Zydf45bT",,,https://t.co/n4Zydf45bT,9096879
123,857263160327368704,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem\u2026 https://t.co/HtCrP7pEEC,,,https://t.co/HtCrP7pEEC,9096879
124,857214891891077121,@Marc_IRL pixelated af 12/10,,,Marc Watson,false
125,856543823941562368,This is Callie. She'll be your navigator today. Takes her job very seriously. Will shift for you. One ear always in\u2026 https://t.co/jHtBq0zSwB,,,https://t.co/jHtBq0zSwB,9096879
126,856526610513747968,"THIS IS CHARLIE, MARK. HE DID JUST WANT TO SAY HI AFTER ALL. PUPGRADED TO A 14/10. WOULD BE AN HONOR TO FLY WITH https://t.co/p1hBHCmWnA",11004,1685,media,[113
127,856288084350160898,@xianmcguire @Jenna_Marbles Kardashians wouldn't be famous if as a society we didn't place enormous value on what t\u2026 https://t.co/ax4MDnXBhB,,,Jenna \ud83d\udcc1\ud83d\udcc2Marbles,links.weratedogs.com
128,856282028240666624,"This is Cermet, Paesh, and Morple. They are absolute h*ckin superstars. Watered every day so they can grow. 14/10 f\u2026 https://t.co/tK2h7fEVOk",,,https://t.co/tK2h7fEVOk,9096879
129,855862651834028034,@dhmontgomery We also gave snoop dogg a 420/10 but I think that predated your research,,,David H. Montgomery,false
130,855860136149123072,"@s8n You tried very hard to portray this good boy as not so good, but you have ultimately failed. His goodness shines through. 666/10",,,Satan,false
131,855857698524602368,HE'S LIKE \WAI,,,LOV,"{""url"""
132,855851453814013952,Here's a puppo participating in the #ScienceMarch. Cleverly disguising her own doggo agenda. 13/10 would keep the p\u2026 https://t.co/ZM2gNEODrZ,,,user_mentions,[]}}
133,855459453768019968,"Guys, we only rate dogs. This is quite clearly a bulbasaur. Please only send dogs. Thank you... 12/10 human used pe\u2026 https://t.co/K3WzI8R77F",,,https://t.co/K3WzI8R77F,9096879
134,854482394044301312,This is Arya. She can barely contain her excitement for more peanut butter. Also patriotic af. 13/10 https://t.co/AL4Ahm1Rm5,27073,6137,media,[101
135,854120357044912130,Sometimes you guys remind me just how impactful a pupper can be. Cooper will be remembered as a good boy by so many\u2026 https://t.co/lXqbJhAYAk,,,https://t.co/lXqbJhAYAk,9096879
136,854010172552949760,"At first I thought this was a shy doggo, but it's actually a Rare Canadian Floofer Owl. Amateurs would confuse the\u2026 https://t.co/Z1kG7DmW0Z",,,https://t.co/Z1kG7DmW0Z,9096879
137,853760880890318849,Say hello to Alice. I'm told she enjoys car rides and smells good. 12/10 would give her everything she could ever w\u2026 https://t.co/82vBKvbxNx,,,https://t.co/82vBKvbxNx,9096879
138,853299958564483072,This is Rumpole. He'll be your Uber driver this evening. Won't start driving until you buckle pup. 13/10 h*ckin saf\u2026 https://t.co/zhSf7dfsMf,,,https://t.co/zhSf7dfsMf,9096879
139,852912242202992640,Meet Benny. He likes being adorable and making fun of you while you're on the trampoline. 12/10 let's help him out\u2026 https://t.co/Zeb96asAUl,,,https://t.co/Zeb96asAUl,9097287
140,852672615818899456,This is Aspen. She's never tasted a stick so succulent. On the verge of tears. A face of pure appreciation. 12/10 https://t.co/VlyBzOXHEW,13897,1970,media,[114
141,852553447878664193,This is Jarod. He likes having his belly brushed. Tongue ejects when you hit the right spot. 13/10 downright h*ckin\u2026 https://t.co/eGHVc68H90,,,https://t.co/eGHVc68H90,9096879
142,852311364735569921,This is Wiggles. She would like you to spot her. Probably won't need your help but just in case. 13/10 powerful as\u2026 https://t.co/R9KX8eEq80,,,https://t.co/R9KX8eEq80,9096879
143,852226086759018497,"Meet General. He wasn't content with the quality of his room. Requested to pupgrade, but was ignored. 14/10 look wh\u2026 https://t.co/RM95BluXh5",,,https://t.co/RM95BluXh5,9096879
144,852189679701164033,This is Sailor. He has collected the best dirt in the area. As any good boy would. Under the impression you know wh\u2026 https://t.co/ZYzTMMCMxN,,,https://t.co/ZYzTMMCMxN,9096879
145,851591660324737024,Oh jeez u did me quite the spook little fella. We normally don't rate triceratops but this one seems suspiciously g\u2026 https://t.co/0Gf60Esegi,,,https://t.co/0Gf60Esegi,9096879
146,851464819735769094,This is Iggy. He was a rescue dog killed in the Stockholm attack. His memorial started with a collar and four bones\u2026 https://t.co/ttNEXfVvAN,,,https://t.co/ttNEXfVvAN,9097339
147,851224888060895234,"Meet Snoop. His number one passion is sticking his head out of car windows, so he purchased some doggles. Stylish a\u2026 https://t.co/ebGLkLA8bC",,,https://t.co/ebGLkLA8bC,9096879
148,850753642995093505,"This is Kyle. He made a joke about your shoes, then stuck his tongue out at you. Uncalled for. Step the h*ck up Kyl\u2026 https://t.co/Li4ELyFLtp",,,https://t.co/Li4ELyFLtp,9096879
149,850380195714523136,This is Leo. He's a personal triathlon coach. Currently overseeing this athlete's push-pups. H*ckin brutal. 13/10 w\u2026 https://t.co/qVVzFe9xaT,,,https://t.co/qVVzFe9xaT,9096879
150,850333567704068097,@markhoppus MARK THAT DOG HAS SEEN AND EXPERIENCED MANY THINGS. PROBABLY LOST OTHER EAR DOING SOMETHING HEROIC. 13/10 HUG THE DOG HOPPUS,,,\u03fb\ud835\udd1e\u24c7\ud835\udd28 \ud835\udc07\ud835\udc5c\u01a4\ud835\udc29\u0e22\ud835\udcfc,false
151,849776966551130114,Seriously guys? Again? We only rate dogs. Please stop submitting other things like this super good hammerhead shark\u2026 https://t.co/JSflLuOMob,,,https://t.co/JSflLuOMob,9096879
